"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Anapc16",4.21143888965808e-88,0.283233037794614,0.481,0.229,9.14935098778218e-84,"1","Anapc16"
"Rab14",5.21373758937357e-88,0.293585577191532,0.873,0.513,1.13268449129141e-83,"1","Rab14"
"Thbs11",5.28464606051925e-88,0.712198935007953,0.864,0.647,1.14808935664781e-83,"1","Thbs1"
"Gamt",8.88474359252973e-88,0.381618826688086,0.451,0.211,1.93021054547708e-83,"1","Gamt"
"Grsf1",1.28775330535105e-87,0.477519051148876,0.341,0.144,2.79764405587515e-83,"1","Grsf1"
"Pitpnm2",2.34702779889068e-87,0.348969777972964,0.387,0.17,5.09891789309e-83,"1","Pitpnm2"
"Kif13a",3.49638253348033e-87,0.411944527306087,0.338,0.14,7.59589105398602e-83,"1","Kif13a"
"Spats21",4.64543353685252e-87,0.282379650295225,0.319,0.125,1.00922043588121e-82,"1","Spats2"
"Efhd1",4.94733532973172e-87,0.669463757671697,0.346,0.148,1.07480860038422e-82,"1","Efhd1"
"Gata4",8.58236768864663e-87,0.334732581512016,0.376,0.165,1.86451938035848e-82,"1","Gata4"
"Tesk1",1.04063171778137e-86,0.349590103681565,0.395,0.177,2.26077240688002e-82,"1","Tesk1"
"Gyg",1.21200113296944e-86,0.506221195079523,0.346,0.147,2.6330724613761e-82,"1","Gyg"
"Topors",2.04056820628486e-86,0.303799072310121,0.45,0.211,4.43313442815386e-82,"1","Topors"
"Cul4a",3.49751313976109e-86,0.367692428471214,0.354,0.151,7.59834729613098e-82,"1","Cul4a"
"Cstf3",3.59343058290456e-86,0.284138349662167,0.403,0.181,7.80672794136015e-82,"1","Cstf3"
"Slc48a1",6.65932720557783e-86,0.264724884045778,0.454,0.215,1.44673883541178e-81,"1","Slc48a1"
"Dock8",1.17328791238903e-85,0.279541222827651,0.392,0.175,2.54896798966516e-81,"1","Dock8"
"Rab6b",2.73672358496028e-85,0.328372950199355,0.399,0.179,5.94553198832622e-81,"1","Rab6b"
"Arhgap44",3.543745484743e-85,0.446158181303955,0.309,0.122,7.69878706560417e-81,"1","Arhgap44"
"Lrrc10b",4.09668837264319e-85,0.46814572353842,0.393,0.176,8.90005548956733e-81,"1","Lrrc10b"
"Ppp1r12c",4.51525002244288e-85,0.25166562185538,0.934,0.567,9.80938067375716e-81,"1","Ppp1r12c"
"Rap1a",5.05069493986983e-85,0.327377042356287,0.904,0.526,1.09726347568672e-80,"1","Rap1a"
"Sap18",5.8238187240681e-85,0.391044195513124,0.682,0.37,1.2652246178038e-80,"1","Sap18"
"Crat",9.50251182565492e-85,0.453713862854773,0.362,0.157,2.06442069412353e-80,"1","Crat"
"Hacd2",1.06606912948122e-84,0.325247152632086,0.399,0.181,2.31603518379795e-80,"1","Hacd2"
"Actb",1.07569695652656e-84,0.300841062431547,1,0.961,2.33695163805396e-80,"1","Actb"
"Psmd13",1.49968726339829e-84,0.266605742619828,0.433,0.201,3.25807057973278e-80,"1","Psmd13"
"1110065P20Rik",1.53157054801515e-84,0.340338937407823,0.393,0.177,3.32733701556291e-80,"1","1110065P20Rik"
"Rbm24",3.83239461209484e-84,0.27443912718154,0.634,0.338,8.32587729477605e-80,"1","Rbm24"
"Higd1b",6.02836098155245e-84,0.427340976535303,0.521,0.265,1.30966142324227e-79,"1","Higd1b"
"Slc25a33",1.21642263095369e-83,0.594081866349405,0.211,0.066,2.64267816574689e-79,"1","Slc25a33"
"Abtb2",1.61748986193118e-83,0.456541317970979,0.297,0.117,3.5139967250455e-79,"1","Abtb2"
"Rbmxl1",2.65540632262067e-83,0.25726858552009,0.374,0.165,5.7688702358934e-79,"1","Rbmxl1"
"Asb4",3.27084844458655e-83,0.955080545735579,0.332,0.142,7.10591824586429e-79,"1","Asb4"
"Tspan9",3.53349971476128e-83,0.326162672890092,0.356,0.155,7.67652813031888e-79,"1","Tspan9"
"Cluh",4.14930780284568e-83,0.325701034464112,0.358,0.156,9.01437120168224e-79,"1","Cluh"
"Usp38",5.12439855445767e-83,0.262355185680985,0.301,0.118,1.11327558595593e-78,"1","Usp38"
"Aldh2",5.52078438007379e-83,0.299646737887855,0.928,0.565,1.19939040657103e-78,"1","Aldh2"
"C1qtnf1",6.62033347968316e-83,0.418333539284295,0.314,0.128,1.43826744846117e-78,"1","C1qtnf1"
"Elp5",8.25117578021095e-83,0.545717924944092,0.333,0.144,1.79256793825083e-78,"1","Elp5"
"Gm10076",8.74769956756503e-83,0.373048074428937,0.917,0.602,1.9004377310535e-78,"1","Gm10076"
"Dnaja4",1.0529057542072e-82,0.715408042676161,0.232,0.079,2.28743775101513e-78,"1","Dnaja4"
"Clu",1.24255356644086e-82,0.431638196408993,0.749,0.445,2.69944762309277e-78,"1","Clu"
"Wbp1l",1.28561283337446e-82,0.299458164168973,0.354,0.153,2.79299388050602e-78,"1","Wbp1l"
"Crem",2.42315849907527e-82,0.498172764014673,0.512,0.259,5.26431183924103e-78,"1","Crem"
"Uqcr11",3.7284151910668e-82,0.339936000532427,0.913,0.539,8.09998200259262e-78,"1","Uqcr11"
"Nbdy",4.29366120499954e-82,0.315852478282717,0.405,0.187,9.32797896786149e-78,"1","Nbdy"
"Stard10",6.01606410301685e-82,0.557166681841254,0.309,0.126,1.30698992638041e-77,"1","Stard10"
"Sowahc1",7.13572175372821e-82,0.575354061833478,0.263,0.097,1.55023555099745e-77,"1","Sowahc"
"Wtip",7.84300840376806e-82,0.282176781915705,0.927,0.539,1.70389357571861e-77,"1","Wtip"
"H3f3b1",9.33616014986049e-82,0.317032257229416,0.997,0.897,2.02828079255719e-77,"1","H3f3b"
"Slc2a4",1.05456235590881e-81,0.264584379024088,0.525,0.263,2.29103671821188e-77,"1","Slc2a4"
"Vti1b",1.45344257186283e-81,0.266217720052082,0.42,0.196,3.15760398737201e-77,"1","Vti1b"
"1700120C14Rik",1.61315866354373e-81,0.274042058910932,0.407,0.186,3.50458719654876e-77,"1","1700120C14Rik"
"Arpc2",1.78800046365374e-81,0.300567694270292,0.907,0.542,3.88443100728774e-77,"1","Arpc2"
"Arfip1",2.48293499965541e-81,0.256375253965473,0.33,0.138,5.39417628675138e-77,"1","Arfip1"
"Cenpl",2.82223129361847e-81,0.834629907177291,0.216,0.071,6.13129748538612e-77,"1","Cenpl"
"Bcas3",2.90193729658112e-81,0.36589434133257,0.469,0.231,6.30445877682248e-77,"1","Bcas3"
"Atpif1",3.66146477326909e-81,0.327035358653665,0.934,0.57,7.9545322199271e-77,"1","Atpif1"
"Tgm2",4.12661306914898e-81,0.267810798061084,0.653,0.358,8.96506689272615e-77,"1","Tgm2"
"Msra",4.24467745042834e-81,0.526463426751725,0.308,0.127,9.22156176105556e-77,"1","Msra"
"Ndufb9",4.49638736528035e-81,0.357084833453744,0.921,0.546,9.76840155107156e-77,"1","Ndufb9"
"9530034E10Rik",5.6253684932686e-81,0.636994624046853,0.318,0.132,1.2221113051626e-76,"1","9530034E10Rik"
"Sh3glb2",5.90739984556461e-81,0.272382524504209,0.398,0.185,1.28338261644891e-76,"1","Sh3glb2"
"Tmod1",8.02931812655827e-81,0.457997607843702,0.325,0.137,1.74436936299478e-76,"1","Tmod1"
"Fbxl17",8.29607610046255e-81,0.294713149640499,0.38,0.171,1.80232253282549e-76,"1","Fbxl17"
"Aldh1l2",9.38096129913395e-81,0.651035127924795,0.26,0.097,2.03801384223685e-76,"1","Aldh1l2"
"4930523C07Rik",1.08959917351201e-80,0.328495196864969,0.893,0.578,2.36715420445483e-76,"1","4930523C07Rik"
"Mpnd",1.33297881975132e-80,0.479045652731624,0.297,0.121,2.89589648590975e-76,"1","Mpnd"
"Hmgn1",1.3406234059458e-80,0.258701243949709,0.831,0.465,2.91250434941726e-76,"1","Hmgn1"
"Ncs1",1.35058798268621e-80,0.355547216659724,0.331,0.142,2.9341523923858e-76,"1","Ncs1"
"Rilpl1",1.67314590231442e-80,0.45416630990719,0.327,0.138,3.63490947277809e-76,"1","Rilpl1"
"Kcnh2",4.32781020634198e-80,0.541694307027684,0.273,0.105,9.40216767327795e-76,"1","Kcnh2"
"Mrpl28",4.33497683254756e-80,0.282125085624289,0.364,0.161,9.41773716870957e-76,"1","Mrpl28"
"Ubxn6",5.38041373818019e-80,0.251387161832282,0.406,0.188,1.16889488461965e-75,"1","Ubxn6"
"Sipa1l1",7.32726219908238e-80,0.381129281441979,0.316,0.132,1.59184771275065e-75,"1","Sipa1l1"
"Ppard",8.04643048157448e-80,0.263574508643556,0.31,0.126,1.74808702212205e-75,"1","Ppard"
"Btbd10",1.13996917113372e-79,0.372103080569085,0.348,0.152,2.47658302428801e-75,"1","Btbd10"
"Ccnd1",3.17475410217817e-79,0.355863226537751,0.533,0.274,6.89715328698208e-75,"1","Ccnd1"
"Rgs2",3.56447882842804e-79,0.730416784658723,0.228,0.08,7.74383025475993e-75,"1","Rgs2"
"Uqcrq",4.06322718456023e-79,0.27672849976543,0.868,0.495,8.8273610584571e-75,"1","Uqcrq"
"Mn1",4.39631475281917e-79,0.533403690923256,0.268,0.103,9.55099380049965e-75,"1","Mn1"
"Adgra2",6.13767242456268e-79,0.290417647143932,0.353,0.156,1.33340933423624e-74,"1","Adgra2"
"Trap1",7.25122621823822e-79,0.438128241526568,0.3,0.124,1.57532889591225e-74,"1","Trap1"
"Dcaf11",9.74717124065484e-79,0.335800100171294,0.353,0.156,2.11757295203226e-74,"1","Dcaf11"
"Irgq",1.65713979066559e-78,0.470772877740635,0.244,0.088,3.600136195221e-74,"1","Irgq"
"Akap1",1.69451957648452e-78,0.260085643401497,0.364,0.163,3.68134377991261e-74,"1","Akap1"
"Cox8a",2.38500375707689e-78,0.349108146685895,0.985,0.749,5.18142066224954e-74,"1","Cox8a"
"Siva1",3.2249574231548e-78,0.262984472446391,0.409,0.191,7.00622000180379e-74,"1","Siva1"
"Farp1",3.26128661848459e-78,0.284448198983017,0.354,0.157,7.08514517865777e-74,"1","Farp1"
"Fxyd1",4.5612351122097e-78,0.338941129834725,0.932,0.574,9.90928328127557e-74,"1","Fxyd1"
"Tiprl",5.38651353511782e-78,0.308470216976026,0.337,0.147,1.17022006550435e-73,"1","Tiprl"
"Mrps15",5.45252108571774e-78,0.341626144957787,0.417,0.197,1.18456020587218e-73,"1","Mrps15"
"Pfn1",8.63233516302205e-78,0.347037888812064,0.901,0.547,1.87537481416654e-73,"1","Pfn1"
"Letm1",9.85791344959405e-78,0.312913138894964,0.335,0.144,2.14163169692431e-73,"1","Letm1"
"Arc",1.17754939181691e-77,1.2292571258856,0.173,0.049,2.55822605372223e-73,"1","Arc"
"Gm8797",1.64233572819398e-77,0.559857202762826,0.227,0.08,3.56797436950143e-73,"1","Gm8797"
"Taf13",1.86100945756159e-77,0.391581396244639,0.282,0.112,4.04304304655256e-73,"1","Taf13"
"Bex4",2.23833881232012e-77,0.553379538851283,0.314,0.132,4.86279106976546e-73,"1","Bex4"
"Lgi2",2.81220461672848e-77,0.414287526856167,0.365,0.166,6.10951452984262e-73,"1","Lgi2"
"Ptma",3.30845047056015e-77,0.355125125369734,1,0.903,7.18760864729191e-73,"1","Ptma"
"Slc25a39",7.96553803286442e-77,0.309482462657203,0.381,0.174,1.7305131376398e-72,"1","Slc25a39"
"Ccrl2",8.20899075287478e-77,0.815179163739145,0.39,0.189,1.78340324106205e-72,"1","Ccrl2"
"Igfbp5",8.62014590078221e-77,0.396984078800343,0.912,0.633,1.87272669694494e-72,"1","Igfbp5"
"Endod1",1.24295763200263e-76,0.404854367993044,0.348,0.155,2.7003254555257e-72,"1","Endod1"
"Cav1",1.49754234135667e-76,0.286315233403418,0.933,0.559,3.25341073659738e-72,"1","Cav1"
"Ppp1cb",2.26979062026611e-76,0.345210550842074,0.98,0.689,4.93112012252812e-72,"1","Ppp1cb"
"Gm20186",2.53743237303323e-76,0.889208849474781,0.275,0.111,5.5125718304147e-72,"1","Gm20186"
"Blvra",3.50218386230535e-76,0.540296308041646,0.229,0.082,7.60849444085837e-72,"1","Blvra"
"Bex3",7.10953084356206e-76,0.303045359690403,0.374,0.171,1.54454557576386e-71,"1","Bex3"
"Pop5",7.15499346813366e-76,0.280417507747123,0.426,0.207,1.55442233095204e-71,"1","Pop5"
"P3h2",7.27351945455814e-76,0.374309233644833,0.365,0.166,1.58017210150276e-71,"1","P3h2"
"Mef2c",7.84835881652791e-76,0.349932121701754,0.956,0.613,1.70505595289069e-71,"1","Mef2c"
"Gm11627",1.25125258393863e-75,0.380921256244734,0.376,0.173,2.71834623860667e-71,"1","Gm11627"
"Gja4",1.31614557919036e-75,0.484521861771833,0.613,0.34,2.85932627079106e-71,"1","Gja4"
"Hmgn5",1.7117210277176e-75,0.398532136612789,0.38,0.178,3.71871393271648e-71,"1","Hmgn5"
"Ppp1r12b",1.71877923059469e-75,0.293365736675141,0.933,0.579,3.73404787846696e-71,"1","Ppp1r12b"
"Cnst",2.09393007743892e-75,0.526064758091142,0.233,0.084,4.54906309323606e-71,"1","Cnst"
"Bcar3",2.33715583218516e-75,0.502599744555557,0.398,0.191,5.07747104542226e-71,"1","Bcar3"
"Pip5k1b",2.74036405702156e-75,0.641317855422994,0.268,0.106,5.95344091387934e-71,"1","Pip5k1b"
"Hint2",3.38095264789636e-75,0.252681288035871,0.435,0.212,7.34511962755484e-71,"1","Hint2"
"Slc8a2",5.20966277971626e-75,0.635897538263906,0.24,0.089,1.13179923889336e-70,"1","Slc8a2"
"Egflam",1.22330914341667e-74,0.275525932775795,0.354,0.159,2.65763911407271e-70,"1","Egflam"
"Btg11",1.24221274945437e-74,0.327976048047192,0.972,0.706,2.69870719818963e-70,"1","Btg1"
"Txnrd3",2.32400245034081e-74,0.392012884073574,0.269,0.106,5.04889532336542e-70,"1","Txnrd3"
"Fam217b",3.79301073232301e-74,0.449776544940425,0.306,0.13,8.24031581597175e-70,"1","Fam217b"
"Casd1",4.33557422621778e-74,0.386856487996133,0.34,0.152,9.41903500645813e-70,"1","Casd1"
"Gpr180",4.56250999467646e-74,0.444717065317801,0.296,0.125,9.91205296343462e-70,"1","Gpr180"
"Hmgcs1",5.65373561303721e-74,0.28349749923626,0.33,0.144,1.22827406193233e-69,"1","Hmgcs1"
"Cpt1b",6.3898325885927e-74,0.446353267149788,0.192,0.062,1.38819112987176e-69,"1","Cpt1b"
"Zfp771",8.89000268775097e-74,0.430054887980601,0.319,0.137,1.9313530839139e-69,"1","Zfp771"
"Maml1",9.06895970466063e-74,0.445868039052163,0.235,0.087,1.97023149583752e-69,"1","Maml1"
"Tgfb2",1.01375171851425e-73,0.312255194704115,0.489,0.253,2.20237560847221e-69,"1","Tgfb2"
"Macrod1",3.8745641954341e-73,0.719861954775214,0.24,0.09,8.41749071458057e-69,"1","Macrod1"
"Tcea3",5.76838952564679e-73,0.302514983896932,0.352,0.16,1.25318262444677e-68,"1","Tcea3"
"Gnpat",6.03257596398408e-73,0.368795940697575,0.319,0.14,1.31057712817554e-68,"1","Gnpat"
"Fzd7",8.56444300325017e-73,0.298114749529218,0.411,0.2,1.8606252424561e-68,"1","Fzd7"
"Slc2a3",1.09076448299716e-72,0.322043345099202,0.244,0.092,2.36968583931133e-68,"1","Slc2a3"
"Ythdc1",1.28926995561262e-72,0.389188104534291,0.846,0.528,2.80093897856843e-68,"1","Ythdc1"
"Trmt61b",1.55486363668613e-72,0.65859695024646,0.277,0.113,3.37794125070062e-68,"1","Trmt61b"
"Ppargc1b",1.89280126458783e-72,0.257233636511441,0.381,0.18,4.11211074731705e-68,"1","Ppargc1b"
"Mpv17l2",1.94642743825599e-72,0.340100863016445,0.349,0.158,4.22861360961114e-68,"1","Mpv17l2"
"Csrnp2",2.22828296056478e-72,0.611269738101633,0.151,0.04,4.84094473182699e-68,"1","Csrnp2"
"Prkg2",3.46890819588872e-72,0.612981866731977,0.26,0.104,7.53620305556825e-68,"1","Prkg2"
"Prpf38a",3.59994610756189e-72,0.26124017882873,0.305,0.13,7.8208829186782e-68,"1","Prpf38a"
"Pmm1",5.38571472889593e-72,0.382363314793102,0.359,0.165,1.17004652485264e-67,"1","Pmm1"
"Vwa8",8.13229688857343e-72,0.591029306721051,0.23,0.085,1.76674149904258e-67,"1","Vwa8"
"Ap2a1",8.85889542737566e-72,0.287225865003909,0.352,0.16,1.92459503159736e-67,"1","Ap2a1"
"Snx4",1.62973908480922e-71,0.273314602621,0.36,0.167,3.54060816174802e-67,"1","Snx4"
"Kcna2",1.83160496763106e-71,0.430846554981303,0.331,0.148,3.97916179217849e-67,"1","Kcna2"
"6330403L08Rik",2.95163832334442e-71,0.663546927011888,0.24,0.092,6.41243425746575e-67,"1","6330403L08Rik"
"Orai3",3.16176716653396e-71,0.565811203948168,0.281,0.117,6.86893916929502e-67,"1","Orai3"
"Ndufa13",3.34658773365755e-71,0.32053668186937,0.94,0.583,7.27046185137102e-67,"1","Ndufa13"
"Prr12",6.02867441708508e-71,0.352757688105976,0.271,0.11,1.30972951711173e-66,"1","Prr12"
"Adamts4",7.80564437024992e-71,0.405918829604149,0.652,0.391,1.69577623943679e-66,"1","Adamts4"
"Spats2l",1.11838798125716e-70,0.274044381146854,0.325,0.144,2.42969788928118e-66,"1","Spats2l"
"Wipf2",1.59640894929784e-70,0.352997749033948,0.252,0.099,3.46819844234955e-66,"1","Wipf2"
"Cited2",1.8359919328867e-70,0.519932709494153,0.359,0.169,3.98869247419636e-66,"1","Cited2"
"Ubald1",2.13585648115064e-70,0.308009292835384,0.257,0.101,4.64014820529977e-66,"1","Ubald1"
"Kars",2.13688538154757e-70,0.353216959805867,0.289,0.122,4.64238349141209e-66,"1","Kars"
"Ncaph2",2.50992898767599e-70,0.325978897029703,0.274,0.112,5.45282072572609e-66,"1","Ncaph2"
"Cbarp",2.79958947124067e-70,0.583716226841072,0.2,0.069,6.08210812627036e-66,"1","Cbarp"
"Casz1",5.72075538164978e-70,0.365207640416312,0.257,0.102,1.24283410666342e-65,"1","Casz1"
"Tifa",6.38098858494353e-70,0.293366277853048,0.251,0.096,1.38626977007898e-65,"1","Tifa"
"Drg1",6.43018885841365e-70,0.38873582914806,0.274,0.112,1.39695852949037e-65,"1","Drg1"
"Inpp4a",7.59516574815627e-70,0.279588452402491,0.295,0.126,1.65004975878695e-65,"1","Inpp4a"
"Rpl22l1",7.82929796664669e-70,0.31110897232069,0.925,0.625,1.70091498325399e-65,"1","Rpl22l1"
"Tmem250-ps",9.0486877673796e-70,0.342637852512118,0.305,0.133,1.96582741746322e-65,"1","Tmem250-ps"
"Apbb1",1.23845167128248e-69,0.406036711445653,0.256,0.102,2.69053625586119e-65,"1","Apbb1"
"Apcdd1",1.63517376568513e-69,0.253172880425196,0.299,0.128,3.55241500595094e-65,"1","Apcdd1"
"Kcnq4",2.21823932552039e-69,0.296882640800918,0.288,0.123,4.81912493469306e-65,"1","Kcnq4"
"Impa1",2.44663635029535e-69,0.273048537502785,0.347,0.161,5.31531747101666e-65,"1","Impa1"
"Uqcr10",4.05227679416843e-69,0.273680747254529,0.898,0.529,8.80357133533091e-65,"1","Uqcr10"
"Npm1",4.17282250359612e-69,0.283911618555403,0.943,0.614,9.06545688906257e-65,"1","Npm1"
"Optc",7.86759930811734e-69,0.681681603483427,0.259,0.106,1.70923594968849e-64,"1","Optc"
"Ccdc149",1.05319447007463e-68,0.571256028561264,0.22,0.081,2.28806498623713e-64,"1","Ccdc149"
"Otud6b",1.08136504823967e-68,0.279289710026786,0.318,0.142,2.34926556730068e-64,"1","Otud6b"
"Otud1",1.54300942761473e-68,0.861855046516336,0.279,0.119,3.35218798149299e-64,"1","Otud1"
"Rasd2",1.65355441017647e-68,0.757063275009789,0.253,0.103,3.59234695610839e-64,"1","Rasd2"
"Zfp568",1.82792188721649e-68,0.302402192640527,0.268,0.109,3.97116029997783e-64,"1","Zfp568"
"Itgb1",2.17165822078583e-68,0.339336828310362,0.987,0.746,4.71792748465722e-64,"1","Itgb1"
"Sorl1",2.17888789687061e-68,0.557046119445884,0.246,0.098,4.7336339559514e-64,"1","Sorl1"
"Mt11",1.03287355442957e-67,0.503518945226179,0.991,0.93,2.24391779699823e-63,"1","Mt1"
"Tmem189",1.12993467264462e-67,0.394263797940849,0.248,0.098,2.45478307632045e-63,"1","Tmem189"
"Zmiz2",1.1648261370668e-67,0.262631707926205,0.286,0.123,2.53058478277763e-63,"1","Zmiz2"
"Pdcd7",1.80417896443024e-67,0.428476015453599,0.299,0.133,3.91957880022469e-63,"1","Pdcd7"
"Plekhf1",1.96732171352197e-67,0.564022416052342,0.171,0.053,4.27400642262648e-63,"1","Plekhf1"
"Ccs",2.33193435639159e-67,0.25451178441937,0.33,0.15,5.06612738926073e-63,"1","Ccs"
"Thsd4",3.33716787024089e-67,0.428252871939959,0.278,0.117,7.24999719809834e-63,"1","Thsd4"
"Ntrk3",4.22991431770092e-67,0.27614067876207,0.29,0.125,9.18948885520524e-63,"1","Ntrk3"
"Igbp1",4.64051954939133e-67,0.267863445498526,0.326,0.15,1.00815287210527e-62,"1","Igbp1"
"Sf3b4",5.63697538255103e-67,0.357856073920667,0.278,0.118,1.22463290185921e-62,"1","Sf3b4"
"Tmem204",7.11759239724457e-67,0.263748514006976,0.344,0.161,1.54629694830138e-62,"1","Tmem204"
"Lgr6",7.33319471395394e-67,0.77053750480841,0.246,0.1,1.59313655160649e-62,"1","Lgr6"
"Ltn1",9.07821277076724e-67,0.259997295087613,0.279,0.118,1.97224172444918e-62,"1","Ltn1"
"Gpx4",1.12783377318813e-66,0.270847472270147,0.921,0.584,2.4502188722512e-62,"1","Gpx4"
"Dxo",1.48765891076413e-66,0.451924388077103,0.219,0.082,3.23193898363508e-62,"1","Dxo"
"Ror1",1.9607703388605e-66,0.340367851530288,0.25,0.101,4.25977356117444e-62,"1","Ror1"
"Mrpl55",2.0958057213814e-66,0.322638649228016,0.359,0.171,4.55313792970109e-62,"1","Mrpl55"
"Rnf24",2.12515584400528e-66,0.301104155470856,0.231,0.09,4.61690107110147e-62,"1","Rnf24"
"Nsmce1",2.1981296315962e-66,0.275085047499882,0.33,0.153,4.77543662464274e-62,"1","Nsmce1"
"Ap4s1",2.44597402919702e-66,0.280236311829423,0.354,0.167,5.31387857843052e-62,"1","Ap4s1"
"Fermt2",2.97962325575762e-66,0.294667387664785,0.957,0.637,6.47323152313343e-62,"1","Fermt2"
"Lrpprc",2.985560967937e-66,0.395286885833291,0.255,0.104,6.48613120284313e-62,"1","Lrpprc"
"Zfp367",3.51543049324799e-66,0.294776430681713,0.263,0.11,7.63727274658126e-62,"1","Zfp367"
"Rhog1",5.90546206934661e-66,0.347509380431927,0.267,0.112,1.28296163456555e-61,"1","Rhog"
"Fbxo21",6.12023575748706e-66,0.580300566160009,0.24,0.095,1.32962121831406e-61,"1","Fbxo21"
"Srf",6.17657370522792e-66,0.45639270591794,0.243,0.097,1.34186063746077e-61,"1","Srf"
"Cox6a1",6.50203210337767e-66,0.254991586657843,0.912,0.551,1.4125664744588e-61,"1","Cox6a1"
"Ptms",7.06201731566669e-66,0.333983719004837,0.972,0.693,1.53422326182859e-61,"1","Ptms"
"Ehd3",1.99300712747684e-65,0.442022924809699,0.266,0.112,4.32980798444344e-61,"1","Ehd3"
"Hebp1",4.20307134962914e-65,0.300637593531625,0.35,0.167,9.13117250706932e-61,"1","Hebp1"
"Urod",4.54638299521849e-65,0.362464415474983,0.296,0.131,9.87701705711217e-61,"1","Urod"
"Acan",6.01579510570108e-65,0.962537686484279,0.174,0.057,1.30693148671356e-60,"1","Acan"
"Agap3",6.03104444752647e-65,0.289249525531261,0.263,0.11,1.31024440622513e-60,"1","Agap3"
"Trnp1",9.88883977539314e-65,0.482911005356146,0.253,0.105,2.14835044120416e-60,"1","Trnp1"
"Armc1",4.08522774351245e-64,0.282283299064543,0.345,0.163,8.87515727278079e-60,"1","Armc1"
"Leng1",8.37823348752529e-64,0.561038488469052,0.227,0.09,1.82017122516487e-59,"1","Leng1"
"Med9",1.23394848814335e-63,0.435022988891455,0.294,0.131,2.68075309049143e-59,"1","Med9"
"Fuom",2.91336357213378e-63,0.272971474619539,0.34,0.161,6.32928236046063e-59,"1","Fuom"
"Arhgef10l",7.28149097436544e-63,0.263198745291576,0.262,0.111,1.58190391418089e-58,"1","Arhgef10l"
"Zfp664",7.41324952309142e-63,0.282903870913012,0.35,0.169,1.61052845889161e-58,"1","Zfp664"
"Apex1",1.00263332991211e-62,0.455450468417039,0.197,0.072,2.17822090923407e-58,"1","Apex1"
"Slc27a1",2.11459413314689e-62,0.350345788400119,0.209,0.078,4.59395575426161e-58,"1","Slc27a1"
"H3f3a",3.16971408205522e-62,0.305549972175761,0.984,0.763,6.88620384326497e-58,"1","H3f3a"
"Mmp17",4.09421168724423e-62,0.381947850463326,0.287,0.129,8.89467489053809e-58,"1","Mmp17"
"Isg15",1.953861837811e-61,0.527418754129711,0.347,0.167,4.2447648426444e-57,"1","Isg15"
"Cyfip2",2.22281754740564e-61,0.656824529116604,0.185,0.066,4.82907112173875e-57,"1","Cyfip2"
"Slc35e1",2.40103835238348e-61,0.312303498010136,0.271,0.119,5.21625582055311e-57,"1","Slc35e1"
"Zfp212",3.05734084589965e-61,0.693158190623951,0.169,0.057,6.64207298771698e-57,"1","Zfp212"
"Nomo1",4.62295958964567e-61,0.402928880510293,0.25,0.106,1.00433797085052e-56,"1","Nomo1"
"Nectin2",5.34799651538758e-61,0.62144901002224,0.179,0.063,1.16185224296795e-56,"1","Nectin2"
"Hdac11",5.95667747282451e-61,0.366051479123297,0.282,0.125,1.29408818097113e-56,"1","Hdac11"
"Rtf2",8.28228123849506e-61,0.313867901433167,0.288,0.13,1.79932559906305e-56,"1","Rtf2"
